timestamp, uuid, name, clocks.current.graphics [MHz], clocks.current.memory [MHz], clocks.max.graphics [MHz], temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], utilization.memory [%], clocks_event_reasons.gpu_idle, clocks_event_reasons.sw_power_cap, clocks_event_reasons.hw_slowdown, clocks_event_reasons.hw_thermal_slowdown, clocks_event_reasons.sw_thermal_slowdown, clocks_event_reasons.active
2026/09/14 18:02:29.503, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.55 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:02:34.512, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.78 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:02:39.528, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.79 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:02:44.529, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:02:49.542, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 449.48 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:02:54.544, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 450.13 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:02:59.547, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.79 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:04.560, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.67 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:09.576, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.71 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:14.580, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 450.12 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:19.589, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.92 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:24.602, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 450.24 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:29.611, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.95 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:34.620, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:39.622, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.64 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:44.637, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2460 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:49.652, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.68 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:54.665, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.61 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:03:59.672, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.79 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:04.685, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:09.697, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.85 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:14.699, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2460 MHz, 10251 MHz, 3105 MHz, 74, 450.01 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:19.703, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.64 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:24.707, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2520 MHz, 10251 MHz, 3105 MHz, 74, 450.05 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:29.713, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2460 MHz, 10251 MHz, 3105 MHz, 74, 450.10 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:34.716, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.96 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:39.719, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.58 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:44.730, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 450.11 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:49.734, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 449.64 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:54.740, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.78 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:04:59.742, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.98 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:04.744, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.86 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:09.750, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.75 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:14.753, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.69 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:19.768, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.63 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:24.784, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.94 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:29.790, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 73, 449.97 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:34.793, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.88 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:39.795, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.62 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:44.811, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:49.826, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.51 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:54.837, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.62 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:05:59.842, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2460 MHz, 10251 MHz, 3105 MHz, 74, 449.57 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:04.847, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.93 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:09.858, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.98 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:14.862, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2490 MHz, 10251 MHz, 3105 MHz, 74, 449.57 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:19.863, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 449.90 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:24.876, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 449.66 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:29.883, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 450.01 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:34.885, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 73, 449.80 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:39.888, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2460 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:44.897, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 449.91 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:49.911, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.95 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:54.915, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.43 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:06:59.924, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2475 MHz, 10251 MHz, 3105 MHz, 74, 449.46 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
2026/09/14 18:07:04.933, GPU-5b052ad1-4272-40db-4b25-c930bf32b547, NVIDIA GeForce RTX 4090, 2505 MHz, 10251 MHz, 3105 MHz, 74, 449.66 W, 450.00 W, 100 %, 22 %, Not Active, Active, Not Active, Not Active, Not Active, 0x0000000000000004
